experience,median_integration_time,component,platform,severity,priority,description_size,hascode,bug_id,files,comments,tossing,activities,comments_interval,churn,fix_time,workload,creation_to_release,days,delay,resolver,entire_int_rate,prev_int_rate,coming_from_prev,has_stack,resolver_experience,rank_ratio,active_developers,release_size,class,class2
80,1,Core,'PC Windows XP',normal,P3,98,true,97693,1,7,2,8,1496,8,249,291,3,144,0,Philipe Mulet,0.145985401,0.173913043,234,false,851,0.470491803,14,566,0,next
195,3,Core,'PC Windows XP',normal,P3,27,false,97801,1,6,1,6,43.2,21,1,1027,0,25,0,David Audel,0.021459227,0.028735632,684,false,293,0.888695652,13,1151,0,next
601,3,Core,'PC Windows XP',normal,P2,87,true,97809,1,9,1,8,27,15,0,1021,0,26,0,Kent Johnson,0.021459227,0.028735632,684,false,289,0.883478261,13,1151,0,next
190,2,Core,'PC Windows XP',normal,P3,62,true,97841,1,8,1,8,30.85714286,2,0,1020,0,26,0,Olivier Thomann,0.021459227,0.028735632,684,false,758,0.882608696,13,1151,0,next
190,2,Core,'PC Windows XP',normal,P3,61,false,97860,1,5,1,7,54,6,1,1036,0,25,0,David Audel,0.021459227,0.028735632,684,false,297,0.896521739,13,1151,0,next
13,0,Core,'PC All',normal,P3,53,false,98037,1,15,1,10,15.42857143,14,0,1032,0,25,0,Olivier Thomann,0.021459227,0.028735632,684,false,760,0.893043478,13,1151,0,next
1,0,Core,'Macintosh Mac OS X - Carbon (unsup.)',normal,P3,97,true,98079,10,5,1,7,48,96,0,1033,0,25,0,Philipe Mulet,0.021459227,0.028735632,684,false,741,0.893913043,13,1151,0,next
190,2,Core,'PC Windows XP',normal,P3,44,false,98091,1,9,2,13,24,4,1,1047,0,24,0,Olivier Thomann,0.021459227,0.028735632,684,false,764,0.906086957,13,1151,0,next
430,0,Core,'PC Windows XP',major,P3,226,false,98127,9,58,7,34,108.2280702,216,228,273,3,163,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,736,0.981751825,14,566,0,after-1
1,0,Core,'PC Windows 2000',normal,P3,85,true,98139,1,7,1,7,32,4,0,1037,0,25,0,Olivier Thomann,0.021459227,0.028735632,684,false,762,0.897391304,13,1151,0,next
996,2,Core,'PC Windows XP',major,P3,29,false,98165,2,7,1,7,32,53,0,1039,0,25,0,Olivier Thomann,0.021459227,0.028735632,684,false,763,0.899130435,13,1151,0,next
31,0,Core,'PC Windows XP',normal,P3,25,false,98378,1,12,2,12,28.36363636,24,10,1113,0,13,0,Frederic Fusier,0.021459227,0.028735632,684,false,275,0.966086957,13,1151,0,next
1500,3,Core,'PC Windows XP',normal,P3,210,false,98488,1,13,1,11,8,6,1,1075,0,19,0,Jerome Lanneluc,0.021459227,0.028735632,684,false,660,0.933043478,13,1151,0,next
37,2,Core,'PC Windows 2000',major,P3,351,true,98500,1,7,1,7,16,14,1,1072,0,20,0,Philipe Mulet,0.021459227,0.028735632,684,true,752,0.929565217,13,1151,0,next
37,0,Core,'PC Windows XP',normal,P3,108,false,98504,2,7,1,8,16,13,2,1083,0,19,0,Kent Johnson,0.021459227,0.028735632,684,false,297,0.94,13,1151,0,next
734,3,Core,'PC Windows XP',normal,P3,64,false,98720,1,6,3,8,14.4,17,0,1078,0,19,0,Jerome Lanneluc,0.021459227,0.028735632,684,false,661,0.935652174,13,1151,0,next
601,3,Core,'PC Windows XP',normal,P3,30,false,98906,3,6,0,5,9.6,9,0,1077,0,19,0,Kent Johnson,0.021459227,0.028735632,684,false,296,0.934782609,13,1151,0,next
601,3,Core,'PC Windows XP',normal,P3,71,false,98969,1,9,1,6,6,54,0,1086,0,19,0,Jerome Lanneluc,0.021459227,0.028735632,684,false,662,0.942608696,13,1151,0,next
996,2,Core,'PC Windows XP',normal,P3,87,true,99138,1,6,1,6,4.8,17,0,1092,0,18,0,Jerome Lanneluc,0.021459227,0.028735632,684,true,664,0.947826087,13,1151,0,next
484,2,Core,'All All',normal,P3,226,false,99142,1,6,1,6,4.8,25,0,1093,0,18,0,Olivier Thomann,0.021459227,0.028735632,684,true,770,0.948695652,13,1151,0,next
14,0,Core,'PC Windows XP',normal,P3,1283,true,99282,2,17,1,11,10.5,17,3,1106,0,14,0,Olivier Thomann,0.021459227,0.028735632,684,false,775,0.959130435,13,1151,0,next
5,0,Core,'PC Windows XP',normal,P3,62,false,99375,2,15,2,11,10.28571429,4,2,1099,0,14,0,Olivier Thomann,0.021459227,0.028735632,684,false,771,0.953913043,13,1151,0,next
5,0,Core,'PC Windows XP',normal,P3,56,true,99428,2,13,2,13,12,40,4,1126,0,12,0,Kent Johnson,0.021459227,0.028735632,684,false,300,0.977391304,13,1151,0,next
462,2.5,Core,'PC Windows XP',normal,P3,130,false,99497,1,94,3,39,74.84946237,89,240,300,3,143,0,Kent Johnson,0.145985401,0.173913043,234,false,341,0.485245902,14,566,0,next
6,0,Core,'PC Windows 2000',normal,P3,140,true,99553,1,12,1,7,8.727272727,5,0,1102,0,14,0,Philipe Mulet,0.021459227,0.028735632,684,false,760,0.956521739,13,1151,0,next
151,2,Core,'PC Windows XP',normal,P3,44,false,99606,1,14,2,12,5.538461539,44,3,1136,0,11,0,Jerome Lanneluc,0.021459227,0.028735632,684,false,671,0.985217391,13,1151,0,next
241,2,Core,'PC Windows XP',normal,P3,27,false,99645,2,6,1,5,475.2,100,79,95,3,302,2,David Audel,1,2.467811159,0,false,317,0.644444444,14,566,1,after-2
241,2,Core,'PC Windows XP',normal,P3,33,true,99734,1,4,1,5,792,56,85,108,3,295,2,David Audel,1,2.467811159,0,false,318,0.733333333,14,566,1,after-2
195,3,Core,'PC Windows XP',normal,P3,131,true,99901,1,6,1,7,9.6,16,0,1107,0,13,0,David Audel,0.021459227,0.028735632,684,true,307,0.960869565,13,1151,0,next
7,0,Core,'PC Windows 2000',normal,P3,192,true,99999,1,9,1,5,6,6,0,1125,0,12,0,Olivier Thomann,0.021459227,0.028735632,684,true,777,0.976521739,13,1151,0,next
996,2,Core,'PC Windows XP',normal,P3,83,false,100009,1,19,2,16,13.33333333,69,7,1143,0,5,0,David Audel,0.021459227,0.028735632,684,false,310,0.991304348,13,1151,0,next
734,3,Core,'PC Windows XP',normal,P3,12,false,100062,1,10,1,7,5.333333333,15,0,1128,0,12,0,Olivier Thomann,0.021459227,0.028735632,684,false,779,0.979130435,13,1151,0,next
7,0,Core,'PC Windows XP',major,P3,86,true,100302,3,12,1,7,2.181818182,65,0,1137,0,11,0,David Audel,0.021459227,0.028735632,684,true,309,0.986086957,13,1151,0,next
1409,3,Core,'PC Windows XP',normal,P3,52,true,100369,2,5,0,7,1704.25,353,249,340,3,129,0,Philipe Mulet,0.145985401,0.173913043,234,false,861,0.552459016,14,566,0,next
3,0,Core,'PC Windows XP',normal,P3,94,true,100519,1,8,1,7,0,12,0,1141,0,10,0,Philipe Mulet,0.021459227,0.028735632,684,false,770,0.989565217,13,1151,0,next
1614,2,Core,'PC Windows XP',normal,P3,266,false,100549,1,6,1,7,456,6,61,76,3,316,2,Jerome Lanneluc,1,2.467811159,0,true,676,0.533333333,14,566,1,after-2
1331,3,Core,'PC Windows XP',normal,P3,43,true,100970,1,7,0,7,816.1666667,7,120,111,2,92,0,Kent Johnson,0.674074074,0.674074074,44,false,322,0.379562044,5,40,0,next
1,0,Core,'PC Windows XP',normal,P3,39,false,101022,1,13,3,14,6,20,1,1145,0,5,0,Frederic Fusier,0.021459227,0.028735632,684,false,280,0.993043478,13,1151,0,next
13,0,Core,'PC Windows 2000',normal,P3,80,false,101080,1,16,2,11,177.6,8,78,110,1,21,0,Maxime Daniel,1,2.467811159,0,true,2,0.762962963,9,91,0,next
734,3,Core,'PC Windows XP',normal,P3,39,false,101120,1,11,1,8,7.2,18,0,1148,0,5,0,Olivier Thomann,0.021459227,0.028735632,684,false,780,0.995652174,13,1151,0,next
5,2,Core,'PC Windows XP',normal,P3,52,true,101380,1,12,4,14,209.4545455,6,77,111,1,20,0,Philipe Mulet,1,2.467811159,0,false,807,0.77037037,9,91,0,next
1298,3,Core,'PC Windows XP',normal,P3,118,false,101425,1,14,1,10,175.3846154,3,74,104,1,23,0,Jerome Lanneluc,1,2.467811159,0,false,687,0.703703704,9,91,0,next
195,3,Core,'PC Windows XP',normal,P3,39,false,101426,1,16,1,9,1.6,7,0,1149,0,4,0,Frederic Fusier,0.021459227,0.028735632,684,false,281,0.996521739,13,1151,0,next
2,0,Core,'PC Windows XP',blocker,P1,116,false,101453,1,27,2,33,3.692307692,13,4,1152,0,0,0,Olivier Thomann,0.021459227,0.028735632,684,false,781,0.999130435,13,1151,0,next
263,0,Core,'PC Windows XP',normal,P3,58,false,101613,1,19,2,8,0,8,0,1150,0,3,0,Jerome Lanneluc,0.021459227,0.028735632,684,false,674,0.997391304,13,1151,0,next
133,1,Core,'PC Linux',normal,P3,127,true,102160,1,4,1,5,2168.333333,12,240,350,2,125,0,Kent Johnson,0.145985401,0.173913043,234,false,346,0.568852459,14,566,0,next
282,2,Core,'PC All',normal,P3,193,true,102284,1,12,1,11,194.1818182,17,82,124,0,8,0,David Audel,1,2.467811159,0,true,319,0.859259259,9,91,0,next
1,0,Core,'PC Windows 2000',normal,P3,655,false,102286,1,28,2,11,147.5925926,74,127,140,2,237,1,Jerome Lanneluc,0.674074074,0.674074074,44,true,712,0.48540146,14,566,1,after-1
26,2,Core,'PC Windows XP',normal,P3,80,false,102422,1,11,1,7,220.8,22,47,77,0,42,0,Jerome Lanneluc,1,2.467811159,0,false,677,0.540740741,9,91,0,next
10,0,Core,'PC Windows XP',enhancement,P3,63,false,102572,4,5,1,9,702,162,117,132,2,244,1,David Audel,0.674074074,0.674074074,44,false,322,0.45620438,14,566,1,after-1
1298,3,Core,'PC Windows XP',normal,P3,74,true,103023,1,4,1,5,648,2,0,25,0,83,0,Philipe Mulet,1,2.467811159,0,false,784,0.155555556,9,91,0,next
8,2,Core,'PC Windows XP',blocker,P3,111,true,103227,2,5,1,6,480,30,4,33,0,77,0,Philipe Mulet,1,2.467811159,0,false,786,0.2,9,91,0,next
1298,3,Core,'PC Windows XP',normal,P3,16,false,103472,2,6,1,6,364.8,53,0,31,0,78,0,Philipe Mulet,1,2.467811159,0,false,785,0.185185185,9,91,0,next
1107,2,Core,'PC Windows XP',normal,P3,62,true,103528,2,7,1,6,304,25,6,41,0,71,0,Philipe Mulet,1,2.467811159,0,false,791,0.259259259,9,91,0,next
2,0,UI,'PC Windows XP',enhancement,P3,79,false,103706,1,12,4,18,421.1818182,50,55,109,2,295,2,Dirk Baeumer,1,2.467811159,0,false,1,0.748148148,14,566,1,after-2
46,0,Core,'All All',major,P3,90,false,103839,1,8,1,8,2016.142857,554,178,262,2,171,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,733,0.930656934,14,566,1,after-1
17,2,Core,'PC Linux',major,P3,84,true,103994,1,15,2,10,125.1428571,10,3,38,0,71,0,Philipe Mulet,1,2.467811159,0,true,789,0.237037037,9,91,0,next
10,0,Core,'All All',enhancement,P3,64,true,104202,1,20,2,13,80.84210526,2,30,78,2,316,2,Olivier Thomann,1,2.467811159,0,false,809,0.548148148,14,566,1,after-2
80,1,Core,'PC Windows XP',normal,P3,47,true,104293,2,25,4,15,283,129,269,488,2,76,0,Philipe Mulet,0.145985401,0.173913043,234,false,891,0.798360656,14,566,0,next
950,2,Core,'PC Windows XP',normal,P3,94,false,104536,1,8,1,6,860.7142857,1900,225,385,2,119,0,Olivier Thomann,0.145985401,0.173913043,234,false,914,0.627868852,14,566,0,next
1794,3,Core,'PC Windows XP',normal,P3,66,true,104655,1,6,1,5,321.6,9,1,44,0,68,0,Philipe Mulet,1,2.467811159,0,false,793,0.281481481,9,91,0,next
785,2,Core,'PC Windows XP',normal,P3,66,false,104664,3,9,1,6,201,109,3,49,0,65,0,Olivier Thomann,1,2.467811159,0,true,795,0.318518519,9,91,0,next
1107,2,Core,'PC Windows XP',normal,P3,37,true,104695,4,8,1,6,229.7142857,34,45,105,0,23,0,Philipe Mulet,1,2.467811159,0,false,804,0.711111111,9,91,0,next
950,2,Core,'PC Windows XP',normal,P3,46,false,104704,9,7,0,5,76,706,3,50,2,339,2,Olivier Thomann,1,2.467811159,0,false,796,0.325925926,14,566,1,after-2
785,2,Core,'PC Windows XP',normal,P3,83,true,104738,1,11,0,5,160.8,3,3,51,0,65,0,Olivier Thomann,1,2.467811159,0,true,797,0.333333333,9,91,0,next
2,0,Core,'PC Linux',normal,P3,83,false,104765,1,6,2,10,86.4,2,5,53,2,337,2,Olivier Thomann,1,2.467811159,0,false,799,0.348148148,14,566,1,after-2
1614,2,Core,'PC Windows XP',normal,P3,309,true,104879,1,7,1,11,248,26,60,124,2,281,2,Jerome Lanneluc,1,2.467811159,0,true,691,0.866666667,14,566,1,after-2
1,0,Core,'PC Windows 2000',critical,P3,43,true,105284,7,5,2,8,366,113,16,64,0,47,0,Philipe Mulet,1,2.467811159,0,false,799,0.422222222,9,91,0,next
1,0,Core,'PC Linux',blocker,P3,204,false,105531,2,14,1,12,110.7692308,29,14,62,0,47,0,Philipe Mulet,1,2.467811159,0,false,797,0.407407407,9,91,0,next
16,0,Core,'PC Windows XP',normal,P3,90,false,105581,1,6,1,5,254.4,11,27,88,2,307,2,Jerome Lanneluc,1,2.467811159,0,false,681,0.614814815,14,566,1,after-2
1614,2,Core,'PC Windows XP',minor,P3,165,true,105801,2,3,1,6,2856.5,34,215,388,2,115,0,Philipe Mulet,0.145985401,0.173913043,234,false,875,0.632786885,14,566,0,next
2,0,Core,'PC Windows XP',normal,P3,57,true,106010,1,4,1,8,688,4,57,63,2,272,1,Philipe Mulet,0.674074074,0.674074074,44,false,814,0.208029197,14,566,1,after-1
1,0,Core,'PC Windows XP',major,P3,82,false,106090,1,7,1,10,948.1666667,273,235,430,2,93,0,Kent Johnson,0.145985401,0.173913043,234,false,350,0.701639344,14,566,0,next
1,0,Core,'PC Windows XP',normal,P3,226,true,106403,2,12,1,7,106.9090909,25,1,60,0,49,0,Olivier Thomann,1,2.467811159,0,false,803,0.392592593,9,91,0,next
1625,2,Core,'PC Windows XP',normal,P3,23,false,106450,1,8,1,8,846.8571429,91,246,484,2,78,0,David Audel,0.145985401,0.173913043,234,false,362,0.791803279,14,566,0,next
71,1,Core,'PC Linux',normal,P3,64,true,106466,1,17,1,16,336.0625,6,72,122,1,90,0,Philipe Mulet,0.674074074,0.674074074,44,false,825,0.416058394,5,40,0,next
52,1,Core,'PC Linux',normal,P3,106,false,106514,1,7,1,7,192,35,1,61,0,48,0,Philipe Mulet,1,2.467811159,0,false,796,0.4,9,91,0,next
1852,3,Core,'PC Windows XP',enhancement,P3,18,false,106545,7,4,2,6,1512.333333,27,173,267,2,150,0,Olivier Thomann,0.145985401,0.173913043,234,false,893,0.432786885,14,566,0,next
950,2,Core,'PC Windows XP',normal,P3,25,false,106656,1,3,0,4,12,11,0,59,2,323,2,Olivier Thomann,1,2.467811159,0,false,802,0.385185185,14,566,1,after-2
8,2,Core,'PC Windows XP',major,P3,39,false,106725,2,10,3,15,616.1111111,20,14,85,2,308,2,David Audel,1,2.467811159,0,false,315,0.6,14,566,1,after-2
950,2,Core,'PC Windows XP',normal,P3,33,true,106875,1,3,1,5,468,14,0,67,2,321,2,Olivier Thomann,1,2.467811159,0,false,807,0.451851852,14,566,1,after-2
1614,2,Core,'PC Windows XP',normal,P3,168,true,107004,1,5,1,5,444,15,42,132,2,276,2,Kent Johnson,1,2.467811159,0,true,311,0.940740741,14,566,1,after-2
1296,2,Core,'PC Windows XP',normal,P3,130,true,107045,1,6,1,7,710.6,59,57,83,1,99,0,Kent Johnson,0.674074074,0.674074074,44,false,316,0.277372263,5,40,0,next
15,0,Core,'PC Windows XP',normal,P3,42,false,107124,1,6,1,5,168,2,0,74,2,317,2,Olivier Thomann,1,2.467811159,0,true,808,0.518518519,14,566,1,after-2
15,0,Core,'PC Windows XP',normal,P3,37,false,107249,1,7,1,5,136,3,0,79,2,315,2,Olivier Thomann,1,2.467811159,0,true,810,0.555555556,14,566,1,after-2
1614,2,Core,'PC Windows XP',normal,P3,179,true,107330,1,3,1,5,396,2,6,84,2,309,2,Jerome Lanneluc,1,2.467811159,0,true,679,0.592592593,14,566,1,after-2
708,0,Core,'PC Windows XP',enhancement,P3,129,false,107535,1,16,1,9,48,64,1,81,2,311,2,Olivier Thomann,1,2.467811159,0,false,811,0.57037037,14,566,1,after-2
1,0,Core,'PC Windows XP',blocker,P3,101,true,107580,1,11,2,11,576,6,2,83,2,309,2,David Audel,1,2.467811159,0,false,314,0.585185185,14,566,1,after-2
17,1,Core,'PC Windows XP',normal,P3,48,true,107756,1,6,2,7,163.2,32,9,101,0,26,0,Philipe Mulet,1,2.467811159,0,false,803,0.688888889,9,91,0,next
229,0,Core,'PC Windows XP',normal,P3,84,false,107814,7,18,2,11,96.05882353,781,50,95,2,259,1,Olivier Thomann,0.674074074,0.674074074,44,false,839,0.321167883,14,566,1,after-1
719,2,Core,'PC All',normal,P3,96,false,108087,1,15,1,7,394.2857143,2,222,458,2,85,0,Olivier Thomann,0.145985401,0.173913043,234,false,932,0.749180328,14,566,0,next
1,0,Core,'PC Windows XP',major,P3,58,true,108180,1,11,2,16,552,27,227,477,2,79,0,Philipe Mulet,0.145985401,0.173913043,234,false,890,0.780327869,14,566,0,next
199,2,Core,'PC Windows 2000',normal,P3,67,true,108263,6,14,1,7,51.69230769,93,7,106,0,22,0,Philipe Mulet,1,2.467811159,0,false,805,0.718518519,9,91,0,next
8,2,Core,'PC Windows XP',normal,P3,55,true,108372,2,17,1,11,40.5,15,7,109,0,21,0,Philipe Mulet,1,2.467811159,0,false,806,0.755555556,9,91,0,next
20,0,Core,'PC Windows 2000',minor,P3,41,false,108731,1,9,3,11,168,5,26,55,2,273,1,Kent Johnson,0.674074074,0.674074074,44,false,313,0.178832117,14,566,1,after-1
723,3,Core,'PC Windows XP',normal,P3,29,false,108820,3,5,0,5,84,51,1,109,2,295,2,Jerome Lanneluc,1,2.467811159,0,false,689,0.740740741,14,566,1,after-2
950,2,Core,'PC Windows XP',normal,P3,84,true,109340,1,4,1,5,64,24,0,115,2,290,2,Olivier Thomann,1,2.467811159,0,false,815,0.792592593,14,566,1,after-2
4,1,Core,'PC Windows XP',normal,P3,304,false,109691,2,5,1,5,1260,23,202,463,2,84,0,Jerome Lanneluc,0.145985401,0.173913043,234,false,787,0.757377049,14,566,0,next
270,2,Core,'PC Windows XP',normal,P3,54,false,110082,5,6,1,6,192,337,7,136,2,274,2,Olivier Thomann,1,2.467811159,0,false,822,0.97037037,14,566,1,after-2
723,3,Core,'PC Windows XP',enhancement,P3,34,false,110160,5,8,1,10,126.8571429,967,12,67,2,268,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,698,0.222627737,14,566,1,after-1
723,3,Core,'PC Windows XP',enhancement,P3,52,false,110168,1,3,1,7,444,9,15,75,2,266,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,702,0.251824818,14,566,1,after-1
723,3,Core,'PC Windows XP',enhancement,P3,34,false,110173,3,42,1,18,48.6097561,129,50,152,2,231,1,Olivier Thomann,0.674074074,0.674074074,44,false,850,0.525547445,14,566,1,after-1
950,2,Core,'PC Windows XP',normal,P3,131,true,110270,5,12,1,9,85.09090909,39,6,137,2,274,2,Olivier Thomann,1,2.467811159,0,true,823,0.977777778,14,566,1,after-2
20,0,Core,'PC Windows XP',normal,P3,62,false,110304,1,8,2,9,133.8571429,12,7,60,2,273,1,Olivier Thomann,0.674074074,0.674074074,44,false,828,0.197080292,14,566,1,after-1
723,3,Core,'PC Windows XP',normal,P3,22,false,110433,3,3,0,4,420,8,5,54,2,273,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,697,0.175182482,14,566,1,after-1
723,3,Core,'PC Windows XP',normal,P3,29,false,110434,1,3,1,5,420,4,5,53,2,273,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,696,0.171532847,14,566,1,after-1
723,3,Core,'PC Windows XP',normal,P3,12,false,110449,1,3,0,6,420,4,5,51,2,273,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,694,0.164233577,14,566,1,after-1
1429,2,Core,'PC Windows XP',normal,P3,110,false,110593,1,21,1,15,126.05,6,70,209,1,44,0,Philipe Mulet,0.674074074,0.674074074,44,true,834,0.718978102,5,40,0,next
719,2,Core,'PC All',normal,P3,135,false,110596,1,6,1,6,153.6,33,8,73,2,267,1,David Audel,0.674074074,0.674074074,44,false,320,0.244525547,14,566,1,after-1
12,0,Core,'All All',normal,P3,33,false,110650,1,7,1,8,1052,9,49,160,2,226,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,714,0.554744526,14,566,1,after-1
950,2,Core,'PC Windows XP',normal,P3,49,true,110657,2,6,1,5,163.2,296,3,57,2,273,1,Olivier Thomann,0.674074074,0.674074074,44,false,827,0.186131387,14,566,1,after-1
1298,3,Core,'PC Windows XP',normal,P3,116,false,110738,1,8,1,5,3.428571429,6,0,134,0,1,0,Kent Johnson,1,2.467811159,0,true,312,0.955555556,9,91,0,next
723,3,Core,'PC Windows XP',normal,P3,12,false,110789,1,3,1,5,372,8,1,50,2,273,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,693,0.160583942,14,566,1,after-1
133,1,Core,'PC Linux',normal,P3,138,false,110797,2,10,1,6,202.7777778,48,44,153,2,231,1,Olivier Thomann,0.674074074,0.674074074,44,false,851,0.52919708,14,566,1,after-1
785,2,Core,'PC Windows XP',normal,P3,84,true,110826,1,5,1,5,0,4,0,133,0,1,0,Olivier Thomann,1,2.467811159,0,true,820,0.948148148,9,91,0,next
950,2,Core,'PC Windows XP',normal,P3,18,false,110849,1,5,1,5,198,4,0,135,2,275,2,Olivier Thomann,1,2.467811159,0,false,821,0.962962963,14,566,1,after-2
950,2,Core,'PC Windows XP',normal,P3,26,false,110987,4,7,1,5,128,43,0,56,2,273,1,Olivier Thomann,0.674074074,0.674074074,44,false,826,0.182481752,14,566,1,after-1
2,0,Core,'PC Linux',normal,P3,177,true,111014,1,19,1,6,138.7222222,27,1,64,1,110,0,Kent Johnson,0.674074074,0.674074074,44,true,315,0.211678832,5,40,0,next
723,3,Core,'PC Windows XP',normal,P3,47,false,111219,1,8,1,6,106.4285714,117,0,65,1,272,1,Olivier Thomann,0.674074074,0.674074074,44,false,829,0.215328467,14,566,1,after-1
950,2,Core,'PC Windows XP',normal,P3,32,false,111222,1,4,0,4,248.3333333,56,3,66,1,269,1,Olivier Thomann,0.674074074,0.674074074,44,false,830,0.218978102,14,566,1,after-1
1,0,Core,'All All',normal,P3,80,false,111299,1,7,1,9,400.1666667,5,2,72,0,105,0,Jerome Lanneluc,0.674074074,0.674074074,44,false,701,0.240875912,5,40,0,next
9,2,Core,'PC Windows XP',normal,P3,53,true,111396,1,3,1,5,300,4,0,68,1,268,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,699,0.226277372,14,566,1,after-1
723,3,Core,'PC Windows XP',normal,P3,68,true,111420,1,7,1,5,108.1666667,170,0,69,1,268,1,Olivier Thomann,0.674074074,0.674074074,44,false,831,0.229927007,14,566,1,after-1
44,0,Core,'PC Windows XP',normal,P3,50,false,111446,1,21,2,13,160.85,44,120,276,1,148,0,Olivier Thomann,0.145985401,0.173913043,234,false,894,0.445901639,14,566,0,next
188,0,Core,'PC Windows XP',enhancement,P3,59,false,111511,1,3,0,4,324.5,5,0,70,1,268,1,Olivier Thomann,0.674074074,0.674074074,44,false,832,0.233576642,14,566,1,after-1
133,1,Core,'PC Linux',minor,P3,72,true,111618,3,5,1,5,156.25,40,1,78,1,266,1,Olivier Thomann,0.674074074,0.674074074,44,false,835,0.262773723,14,566,1,after-1
1,0,Core,'PC Windows XP',major,P3,228,true,111703,1,16,1,9,155.2666667,6,1,77,0,104,0,Olivier Thomann,0.674074074,0.674074074,44,false,834,0.259124088,5,40,0,next
950,2,Core,'PC Windows XP',normal,P3,16,false,111767,1,3,1,5,300.5,55,0,74,1,266,1,Olivier Thomann,0.674074074,0.674074074,44,false,833,0.248175182,14,566,1,after-1
950,2,Core,'PC Windows XP',normal,P3,177,true,111812,1,9,1,6,75.125,6,0,79,1,265,1,Olivier Thomann,0.674074074,0.674074074,44,false,836,0.266423358,14,566,1,after-1
1,0,Core,'PC Windows Server 2003',minor,P3,299,false,112030,1,6,2,8,969.6,4,193,503,1,71,0,David Audel,0.145985401,0.173913043,234,true,367,0.82295082,14,566,0,next
6,0,Core,'PC Windows XP',normal,P3,111,true,112109,1,9,1,12,276.125,2,15,126,0,84,0,Kent Johnson,0.674074074,0.674074074,44,false,324,0.434306569,5,40,0,next
1,0,Core,'PC Linux-GTK',normal,P3,312,false,112137,1,10,4,9,56.11111111,14,6,106,1,255,1,Olivier Thomann,0.674074074,0.674074074,44,true,842,0.361313869,14,566,1,after-1
241,2,Core,'PC Windows XP',normal,P3,170,true,112223,2,6,1,6,888,44,0,84,1,261,1,Olivier Thomann,0.674074074,0.674074074,44,false,837,0.281021898,14,566,1,after-1
2,0,Core,'PC Windows XP',normal,P3,83,true,112231,2,4,1,5,728.3333333,12,6,105,0,93,0,Kent Johnson,0.674074074,0.674074074,44,false,321,0.357664234,5,40,0,next
950,2,Core,'PC Windows XP',normal,P3,9,false,112518,1,3,1,6,216.5,2,0,96,1,259,1,Olivier Thomann,0.674074074,0.674074074,44,false,840,0.324817518,14,566,1,after-1
1625,2,Core,'PC Windows XP',major,P3,51,false,112609,1,7,1,6,56,4,2,100,1,255,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,705,0.339416058,14,566,1,after-1
1625,2,Core,'PC Windows XP',normal,P3,10,false,112617,1,5,1,6,102.25,126,0,97,1,258,1,Olivier Thomann,0.674074074,0.674074074,44,false,841,0.328467153,14,566,1,after-1
1688,0,Core,'PC Windows XP',major,P3,74,false,112843,1,5,2,8,336.25,4,27,155,1,227,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,713,0.53649635,14,566,1,after-1
1409,3,Core,'PC Windows XP',normal,P3,242,false,113051,1,8,1,7,30.85714286,80,1,114,1,252,1,Jerome Lanneluc,0.674074074,0.674074074,44,false,710,0.386861314,14,566,1,after-1
719,2,Core,'PC All',normal,P3,24,false,113374,1,3,0,5,120.5,16,0,123,1,251,1,Frederic Fusier,0.674074074,0.674074074,44,false,298,0.419708029,14,566,1,after-1
1409,3,Core,'PC Windows XP',normal,P3,42,true,113765,1,3,0,4,24,24,1,130,1,245,1,David Audel,0.674074074,0.674074074,44,false,321,0.448905109,14,566,1,after-1
1409,3,Core,'PC Windows XP',normal,P3,64,true,113945,1,5,0,4,276.25,2,8,144,1,237,1,David Audel,0.674074074,0.674074074,44,false,325,0.5,14,566,1,after-1
195,1,Core,'PC Windows XP',normal,P3,78,true,114077,1,3,1,5,36.5,4,0,133,1,244,1,Olivier Thomann,0.674074074,0.674074074,44,false,848,0.46350365,14,566,1,after-1
1,0,Core,'PC Windows XP',minor,P3,208,false,114086,1,5,1,7,2466.25,33,7,143,1,237,1,David Audel,0.674074074,0.674074074,44,true,324,0.496350365,14,566,1,after-1
89,3,Core,'PC Windows XP',normal,P3,113,false,114349,1,61,5,53,184.8,2,441,45,3,26,0,Kent Johnson,1,3.2,0,false,388,0.936170213,7,47,0,next
101,3,Core,'PC Windows XP',normal,P3,505,false,114571,1,10,1,9,1546.555556,7,28,200,1,211,1,Jerome Lanneluc,0.674074074,0.674074074,44,true,724,0.689781022,14,566,1,after-1
8,0,Core,'PC Windows 2000',normal,P3,852,true,114855,1,16,1,15,110.4,74,67,261,0,9,0,Olivier Thomann,0.674074074,0.674074074,44,false,884,0.916058394,5,40,0,next
